pid,seq_no,trial_id,seq,uid,block,pos,multi,realized,win,earn,side,stake,screen_ms,btn_order
y2byltnd,48,11,HHOHOH,ef716703-fa79-4ff6-8b94-110a993d8234,3,16,2.5,H,1,115,H,10,10385,HO
4bwhtil0,49,33,OHHHHH,15f93066-2522-4194-9e35-6ccc8f078b1c,4,1,2.5,H,0,85,O,15,6639,OH
98r4dh1u,49,26,HOOHHO,4271e7a3-de99-46d4-bc05-60a4c0b31474,4,1,2.5,O,0,77,H,23,9255,OH
gih6nd5f,49,53,OOHOHH,8eb5de64-8875-456c-8d14-072abe50054f,4,1,1.9,H,1,139.6,H,44,5211,OH
iiw1neqh,49,58,OOOHHO,0ada5e56-9a88-4235-a108-38cd9d8ae940,4,1,1.9,O,1,290,O,100,7704,HO
kuln1ae8,49,34,OHHHHO,d3bf9ae8-2f29-440f-9157-cc3568caa4ca,4,1,2.5,H,0,70,O,30,16229,HO
l03efj31,49,41,OHOHHH,247737ba-b14d-4c41-8ec1-ef61ce01d99b,4,1,2.5,H,0,50,O,50,9705,HO
l7mooatv,49,59,OOOHOH,d1cd9881-4416-4b71-8d06-caabbe2ea2ed,4,1,2.5,O,1,115,O,10,7370,OH
oyd53vb3,49,18,HOHHHO,9e047baf-8f27-4778-a07d-7e8bde333486,4,1,2.5,O,0,53,H,47,12511,OH
s3l5cnfu,49,50,OOHHHO,2e41e66d-70c5-437e-be63-122fad9b3b78,4,1,1.9,O,1,164.6,O,34,2995,HO
y2byltnd,49,25,HOOHHH,612b3f43-fcf1-4c2c-9979-cc19b5dc6a68,4,1,2.5,H,0,93,O,7,8141,OH
4bwhtil0,50,31,HOOOOH,5713231f-8273-4028-8169-e8c1b85a16f5,4,2,2.5,H,0,82,O,18,3503,OH
98r4dh1u,50,22,HOHOHO,20d3b1d7-08bb-4b98-ad08-46eb96986276,4,2,2.5,O,0,43,H,57,8400,HO
gih6nd5f,50,54,OOHOHO,a0de7ced-5737-441e-9e58-b2c5b563b96c,4,2,1.9,O,1,139.6,O,44,4952,HO
iiw1neqh,50,36,OHHHOO,a507111a-ebdf-458f-9f9f-ec768c4a7900,4,2,1.9,H,1,233,H,70,10680,OH
kuln1ae8,50,31,HOOOOH,568f620e-39d8-402b-935f-f813f29fb1e7,4,2,2.5,H,1,125,H,10,9867,OH
l03efj31,50,13,HHOOHH,87c389a6-3f0f-41de-8346-7d266f604c18,4,2,2.5,O,0,50,H,50,10048,HO
l7mooatv,50,24,HOHOOO,4c6ead48-0959-4c36-b5cf-a0c3ebfd2a53,4,2,2.5,O,0,89,H,11,4412,OH
oyd53vb3,50,48,OHOOOO,de4701a8-80bf-4b3a-b271-dc91b1f61a93,4,2,2.5,O,1,282.5,O,73,10541,HO
s3l5cnfu,50,64,OOOOOO,91be57bf-2b21-4688-98d5-57998b1d1812,4,2,1.9,H,1,179.8,H,42,5972,HO
y2byltnd,50,24,HOHOOO,c69045aa-859f-405d-8065-9ea1ad1562f8,4,2,2.5,O,1,109,O,6,11893,HO
4bwhtil0,51,57,OOOHHH,538c1e0f-3251-48a2-84c3-ceedd03a9c33,4,3,2.5,H,1,124,H,16,4130,HO
98r4dh1u,51,34,OHHHHO,6292744d-d3dd-487a-8fd7-a2bb2f0c3a08,4,3,2.5,H,1,197.5,H,39,4721,OH
gih6nd5f,51,52,OOHHOO,8c219760-6b83-4d33-8e41-1ac37443ca2b,4,3,1.9,H,1,139.6,H,44,3275,OH
iiw1neqh,51,59,OOOHOH,83b96d5e-069f-48aa-8068-dde745c86d90,4,3,1.9,H,1,252,H,80,13365,HO
kuln1ae8,51,17,HOHHHH,d8bc465d-b491-4a78-baca-3311a00e71b5,4,3,2.5,H,0,85,O,15,10531,HO
l03efj31,51,18,HOHHHO,5392b0fd-8760-470e-845f-899f41742028,4,3,2.5,O,1,225,O,50,8670,OH
l7mooatv,51,45,OHOOHH,c6cc7c49-e182-447b-a970-4614cd949e34,4,3,2.5,H,0,100,NB,0,1075,OH
oyd53vb3,51,29,HOOOHH,76ea43f6-f94b-40cd-8bda-95390fc10b31,4,3,2.5,O,0,37,H,63,5930,OH
s3l5cnfu,51,24,HOHOOO,92574fa9-68bc-4db0-8184-1b3424a24fe9,4,3,1.9,O,1,160.8,O,32,5308,OH
y2byltnd,51,10,HHOHHO,3138267f-bd87-491a-8bae-f382c8409927,4,3,2.5,H,1,109,H,6,6804,OH
4bwhtil0,52,32,HOOOOO,015707a5-aec9-4b56-b4f8-504bd63ae573,4,4,2.5,H,0,81,O,19,3014,OH
98r4dh1u,52,6,HHHOHO,dea698a0-27a8-4c1b-8c04-ca354442a89f,4,4,2.5,O,0,86,H,14,5321,HO
gih6nd5f,52,17,HOHHHH,e7f6c600-414f-4b4c-aff1-255f44bc4f52,4,4,1.9,H,0,56,O,44,3833,HO
iiw1neqh,52,9,HHOHHH,4441edf0-ff41-4b1a-a492-f19ada165825,4,4,1.9,O,0,20,H,80,7579,OH
kuln1ae8,52,1,HHHHHH,ca90c80a-b9db-4298-a36a-b397279780b7,4,4,2.5,H,0,100,NB,0,10139,HO
l03efj31,52,5,HHHOHH,6585f40b-ec6b-4923-bb7b-1d7d46f5fddc,4,4,2.5,O,1,225,O,50,4503,OH
l7mooatv,52,50,OOHHHO,622f6dfa-e085-4f79-bdbb-8da4aebeda1a,4,4,2.5,O,1,115,O,10,2003,OH
oyd53vb3,52,16,HHOOOO,04faadd4-f122-4013-a646-1053dea840cc,4,4,2.5,H,0,38,O,62,8582,HO
s3l5cnfu,52,23,HOHOOH,5a81026a-98cf-42d5-8735-c7e7d3dca3d7,4,4,1.9,H,1,158.9,H,31,2547,OH
y2byltnd,52,34,OHHHHO,b16b1ae2-9534-4650-9e2f-477cd3a47a97,4,4,2.5,O,0,94,H,6,5974,HO
4bwhtil0,53,4,HHHHOO,5e420c6e-c84f-40c8-a737-2c2878c73222,4,5,2.5,H,0,100,NB,0,2888,HO
98r4dh1u,53,36,OHHHOO,f8f5d432-1505-4464-9d69-d7be73003bc7,4,5,2.5,H,1,155,H,22,7666,HO
gih6nd5f,53,43,OHOHOH,f331c19a-8f8a-4f14-a567-36b7f3f055d3,4,5,1.9,O,0,56,H,44,3488,HO
iiw1neqh,53,15,HHOOOH,0c45af60-057d-4219-951d-129838c638af,4,5,1.9,H,0,21,O,79,5472,OH
kuln1ae8,53,64,OOOOOO,f9d506b1-2c9a-48b0-b3ea-c43bd29231d4,4,5,2.5,O,0,100,NB,0,3379,HO
l03efj31,53,54,OOHOHO,8f00da30-c6ef-493d-a49d-4c7cd856ebf0,4,5,2.5,H,1,225,H,50,5773,OH
l7mooatv,53,29,HOOOHH,5b54f693-274a-41d9-aab6-854c6509da12,4,5,2.5,O,0,92,H,8,3691,HO
oyd53vb3,53,47,OHOOOH,f33bd67d-19d0-47d2-853d-4b63976ba6e3,4,5,2.5,H,0,62,O,38,11696,OH
s3l5cnfu,53,6,HHHOHO,8ab06997-5b9c-45c1-b5b7-d45a4b26aaaf,4,5,1.9,H,0,62,O,38,4319,OH
y2byltnd,53,39,OHHOOH,292fb581-9374-45fd-b095-e3bd89eba551,4,5,2.5,O,1,113.5,O,9,8490,OH
4bwhtil0,54,55,OOHOOH,b2c5d6f7-7163-46bc-b17c-b583deb3d381,4,6,2.5,O,1,121,O,14,2657,OH
98r4dh1u,54,51,OOHHOH,062309ef-acf0-4bc6-9e83-5477936e19a2,4,6,2.5,H,0,82,O,18,6082,OH
gih6nd5f,54,12,HHOHOO,2456f858-8de0-48c9-9eea-b11f7f12ace4,4,6,1.9,H,0,54,O,46,3955,OH
iiw1neqh,54,42,OHOHHO,f89bfda0-b5e4-47c9-9e66-774daf4f6ea4,4,6,1.9,O,0,20,H,80,7251,OH
kuln1ae8,54,8,HHHOOO,cc49e390-f5f1-4980-bdef-608446140ee9,4,6,2.5,O,0,95,H,5,9676,HO
l03efj31,54,4,HHHHOO,f9793bb6-ba6c-494b-9577-b671c17fa5ff,4,6,2.5,O,1,225,O,50,4610,HO
l7mooatv,54,2,HHHHHO,c7d24fd8-3b91-415a-80f4-bdc85a70003e,4,6,2.5,O,1,109,O,6,2861,HO
oyd53vb3,54,13,HHOOHH,642310f4-e942-465c-9660-e0837ae734fd,4,6,2.5,O,0,100,NB,0,5567,HO
s3l5cnfu,54,58,OOOHHO,066534e1-a707-436f-a19b-af4a647b52e5,4,6,1.9,H,0,88,O,12,3995,OH
y2byltnd,54,20,HOHHOO,107cbe1a-3449-4691-b75c-637dfc1f80f7,4,6,2.5,H,1,107.5,H,5,4227,HO
4bwhtil0,55,45,OHOOHH,4df83c0b-4c3f-4e68-9a11-022ae88181ac,4,7,2.5,H,1,122.5,H,15,6463,OH
98r4dh1u,55,21,HOHOHH,39425f55-de0f-4bb0-bdf3-05a2e4242be8,4,7,2.5,O,1,152.5,O,21,6850,HO
gih6nd5f,55,56,OOHOOO,7daa3222-9963-489f-8150-70fa53aa29e7,4,7,1.9,O,0,57,H,43,2621,OH
iiw1neqh,55,40,OHHOOO,9b83114a-5fa2-4553-a1bf-ac037e6b9abe,4,7,1.9,O,0,20,H,80,8414,HO
kuln1ae8,55,44,OHOHOO,be19c9b9-9785-4f46-917d-4b68a346acd3,4,7,2.5,H,0,70,O,30,10430,OH
l03efj31,55,47,OHOOOH,50ee8932-4b3f-43d6-aa39-0809eda4c8ec,4,7,2.5,H,1,225,H,50,6945,OH
l7mooatv,55,28,HOOHOO,a5a219b4-9a62-4cdd-9556-348cd4c60d09,4,7,2.5,H,0,91,O,9,2383,OH
oyd53vb3,55,7,HHHOOH,141ad86c-18b0-4f8b-8b00-909bcc94308c,4,7,2.5,H,0,55,O,45,7455,HO
s3l5cnfu,55,18,HOHHHO,647e92cc-e6ab-43be-b69c-f26ecebb22b5,4,7,1.9,O,0,73,H,27,2396,HO
y2byltnd,55,30,HOOOHO,7a41f701-506a-43ed-ab7b-72188e435988,4,7,2.5,H,0,100,NB,0,5959,HO
4bwhtil0,56,62,OOOOHO,1a7ccaba-c51d-47c2-b857-445183be3a19,4,8,2.5,O,1,121,O,14,5360,HO
98r4dh1u,56,17,HOHHHH,4f55f1a4-2536-46db-87b1-981b6ffc5c35,4,8,2.5,H,0,45,O,55,6245,HO
gih6nd5f,56,7,HHHOOH,2386bfb0-744b-4ba8-89b0-9e0ae4452716,4,8,1.9,H,0,55,O,45,3963,HO
iiw1neqh,56,21,HOHOHH,87e1f86f-43da-4f43-b52b-dbb35c24dbfc,4,8,1.9,O,1,138,O,20,8848,HO
kuln1ae8,56,41,OHOHHH,18774937-0c18-4d44-8f62-051781295244,4,8,2.5,H,1,150,H,20,8214,HO
l03efj31,56,51,OOHHOH,a802b145-34f2-4e3e-a62b-c9c9934a8ca8,4,8,2.5,O,0,50,H,50,5192,OH
l7mooatv,56,60,OOOHOO,e7dd3bb3-74a4-46a0-82c4-5e8d38e3abbe,4,8,2.5,H,0,88,O,12,2647,OH
oyd53vb3,56,24,HOHOOO,b4048195-1d86-49ea-b97f-4c92b75b5e64,4,8,2.5,H,1,242.5,H,57,11450,OH
s3l5cnfu,56,40,OHHOOO,2167a372-1a56-4ffb-9713-1707b1df67c5,4,8,1.9,O,1,185.5,O,45,4952,HO
y2byltnd,56,19,HOHHOH,470f7d6c-e584-4451-9e71-e674e806b955,4,8,2.5,O,0,95,H,5,3918,HO
4bwhtil0,57,23,HOHOOH,f0b5af7c-1e12-485e-adf1-9e959209c695,4,9,2.5,O,0,88,H,12,8453,OH
98r4dh1u,57,44,OHOHOO,6ca32d18-a6de-4df3-abe6-db94bd311d0c,4,9,2.5,H,1,200,H,40,5284,HO
gih6nd5f,57,38,OHHOHO,242f6258-fd81-4719-a94c-b606953d9ef8,4,9,1.9,H,1,140.5,H,45,4319,HO
iiw1neqh,57,51,OOHHOH,a53c0f0b-45f5-446f-b2ae-3c570b3fa6eb,4,9,1.9,H,0,30,O,70,7375,OH
kuln1ae8,57,28,HOOHOO,0d988bc6-57eb-4881-89c5-a397962cd415,4,9,2.5,H,0,50,O,50,7266,OH
l03efj31,57,29,HOOOHH,991f90a2-d890-45bd-912b-48d2ad6ae13a,4,9,2.5,O,0,50,H,50,6191,HO
l7mooatv,57,9,HHOHHH,bc46e286-fe69-49e1-8306-eef25e597b0b,4,9,2.5,O,1,113.5,O,9,3923,OH
oyd53vb3,57,36,OHHHOO,32ac4c74-645e-45e0-876d-75333a8936d4,4,9,2.5,H,0,27,O,73,9298,HO
s3l5cnfu,57,33,OHHHHH,d82eab14-9ef2-4218-b3e2-9d9be735c4f7,4,9,1.9,H,1,147.5,H,25,2968,OH
y2byltnd,57,33,OHHHHH,0baf3f39-64e8-4d89-8d6d-ba50234ce69d,4,9,2.5,O,1,104.5,O,3,7249,HO
4bwhtil0,58,60,OOOHOO,62f1ec27-78aa-4240-ab83-d4f6bc945cc9,4,10,2.5,O,1,121,O,14,3784,HO
98r4dh1u,58,2,HHHHHO,a053cc00-74eb-4f3f-b7b2-832e5a8ffa3d,4,10,2.5,H,1,220,H,48,4706,OH
gih6nd5f,58,45,OHOOHH,43527177-43f6-4832-84bf-330cd658aaa5,4,10,1.9,O,0,57,H,43,2729,OH
iiw1neqh,58,41,OHOHHH,7c1222d8-5151-4533-84b6-4ca6daa85548,4,10,1.9,H,0,30,O,70,7821,OH
kuln1ae8,58,36,OHHHOO,cb64dd80-eabd-43b4-ac61-1585fc8c30fb,4,10,2.5,H,1,237.5,H,55,6348,OH
l03efj31,58,61,OOOOHH,47213c29-a05f-411b-9111-473dea1174c6,4,10,2.5,H,0,50,O,50,6441,OH
l7mooatv,58,35,OHHHOH,ccb4dcc4-eb05-4f35-891f-12f018e0fd24,4,10,2.5,H,1,116.5,H,11,3344,HO
oyd53vb3,58,61,OOOOHH,6aecfb52-3256-4bb0-8fd8-77d7137a0e88,4,10,2.5,O,0,42,H,58,4622,OH
s3l5cnfu,58,3,HHHHOH,d7e371d9-fa89-461e-b9aa-340efab273e2,4,10,1.9,H,1,149.4,H,26,2816,OH
y2byltnd,58,1,HHHHHH,6715ac73-5835-4cf0-9067-cd02b57f5719,4,10,2.5,O,0,90,H,10,5002,OH
4bwhtil0,59,51,OOHHOH,e5d31e03-fd21-4f1f-90c6-9c70521f4d5d,4,11,2.5,O,0,84,H,16,4617,HO
98r4dh1u,59,52,OOHHOO,ac9188bb-1dae-4f5c-afa0-f98eb871c15f,4,11,2.5,H,1,210,H,44,5234,OH
gih6nd5f,59,35,OHHHOH,26e39e63-f269-4fb5-9954-1adc51f9bd69,4,11,1.9,H,0,56,O,44,3938,OH
iiw1neqh,59,12,HHOHOO,ec25d08a-94a3-4d87-9658-410a99b56543,4,11,1.9,O,1,233,O,70,9601,HO
kuln1ae8,59,52,OOHHOO,1097c594-ea13-429b-a0b6-3817976dc3a3,4,11,2.5,H,0,65,O,35,10573,HO
l03efj31,59,58,OOOHHO,2fc0587e-b141-4908-a4f3-c05c5a81be9f,4,11,2.5,O,0,50,H,50,5680,HO
l7mooatv,59,20,HOHHOO,f00bff9e-c903-43f5-96d7-acc10d99f586,4,11,2.5,O,1,115,O,10,3304,HO
oyd53vb3,59,44,OHOHOO,b44359ed-dacc-4d9d-ac9e-fe573077c12d,4,11,2.5,O,1,157.5,O,23,8868,OH
s3l5cnfu,59,28,HOOHOO,8b550a33-ae63-4baf-ae3a-5f2d9facbf21,4,11,1.9,O,1,122.8,O,12,2644,OH
y2byltnd,59,36,OHHHOO,e18bdb36-579d-4076-964f-8764f2af15c4,4,11,2.5,H,0,100,NB,0,2387,HO
4bwhtil0,60,37,OHHOHH,7e078443-1f14-46b6-8ce1-60309e6f993d,4,12,2.5,H,0,86,O,14,4937,HO
98r4dh1u,60,20,HOHHOO,dfabc5fb-e6a2-4c41-94c0-ecd60cd5801d,4,12,2.5,H,1,180,H,32,12237,OH
gih6nd5f,60,41,OHOHHH,b5ed52da-6bca-4744-9b51-aea8f9d84ca9,4,12,1.9,H,0,54,O,46,4912,HO
iiw1neqh,60,1,HHHHHH,372ee023-9e88-4cf7-a2da-fb5a74e66db8,4,12,1.9,O,1,233,O,70,7511,OH
kuln1ae8,60,12,HHOHOO,add54411-93c0-41e9-822f-66befd0223c5,4,12,2.5,H,0,60,O,40,9108,HO
l03efj31,60,12,HHOHOO,88151f84-9b85-40c5-b1fc-2763735c0fdd,4,12,2.5,O,1,225,O,50,5647,OH
l7mooatv,60,64,OOOOOO,e504b90a-b02b-4cbd-ab2a-ecc35b98910d,4,12,2.5,H,0,92,O,8,6286,HO
oyd53vb3,60,43,OHOHOH,719cb3e2-4ac6-4f32-b6ca-db05be5ff4a4,4,12,2.5,O,0,46,H,54,9456,OH
s3l5cnfu,60,9,HHOHHH,e028a25d-08d8-4d00-acfb-bb1e4eb51398,4,12,1.9,H,1,138,H,20,2858,HO
y2byltnd,60,50,OOHHHO,c47e635e-12e5-4fef-aa13-f35a17a79f1c,4,12,2.5,O,1,112,O,8,16905,OH
4bwhtil0,61,49,OOHHHH,71bc790c-5f08-4f9f-874b-a17295dfb4d0,4,13,2.5,H,1,121,H,14,4031,HO
98r4dh1u,61,1,HHHHHH,f9f704e7-c891-47e7-a2f2-ae7a05a7932c,4,13,2.5,H,0,19,O,81,5106,HO
gih6nd5f,61,47,OHOOOH,1b6918ce-db29-424d-8a80-ba03f8f61733,4,13,1.9,O,0,54,H,46,3760,HO
iiw1neqh,61,20,HOHHOO,b377bfaf-4360-4cf3-aadd-849f74723460,4,13,1.9,O,0,68,H,32,15389,OH
kuln1ae8,61,43,OHOHOH,136d46a8-56b5-42a0-9b54-0aee0f47a07c,4,13,2.5,O,0,40,H,60,7790,OH
l03efj31,61,62,OOOOHO,4602bfab-9a7e-435b-a36d-c9e2ca83a70b,4,13,2.5,H,1,225,H,50,6664,HO
l7mooatv,61,53,OOHOHH,9fa61611-3fed-4be5-bde2-9fea40138b4f,4,13,2.5,H,0,90,O,10,2283,OH
oyd53vb3,61,34,OHHHHO,0de18cc3-e415-4e7b-9cc8-97857a64084e,4,13,2.5,H,0,100,NB,0,7139,HO
s3l5cnfu,61,30,HOOOHO,cc490018-1810-4707-84a8-066f1b2318b8,4,13,1.9,H,0,80,O,20,2369,HO
y2byltnd,61,22,HOHOHO,8da8f758-ed6e-4829-83dc-28a5d04955a7,4,13,2.5,H,0,100,NB,0,3006,HO
4bwhtil0,62,22,HOHOHO,e034a33a-0368-4e4b-8914-2eef9d8a13fe,4,14,2.5,O,0,86,H,14,5001,OH
98r4dh1u,62,64,OOOOOO,b8a30072-bcdd-40a0-b2a3-b7be8dad3d0e,4,14,2.5,H,1,317.5,H,87,6892,HO
gih6nd5f,62,31,HOOOOH,89653984-2570-4b15-acfb-cbb6ec3848c1,4,14,1.9,O,1,142.3,O,47,3804,OH
iiw1neqh,62,28,HOOHOO,f3362be3-f12a-40d6-bac3-fa565c0ed873,4,14,1.9,O,0,100,NB,0,5029,OH
kuln1ae8,62,4,HHHHOO,d055fcb0-3afd-407c-9017-49f61eebe78f,4,14,2.5,O,0,35,H,65,6525,OH
l03efj31,62,25,HOOHHH,b1aa2b25-6741-4d8b-8a67-5118b2e3ca3f,4,14,2.5,H,1,225,H,50,5527,OH
l7mooatv,62,12,HHOHOO,19d90c90-0bd8-4316-bcb9-042b13905b65,4,14,2.5,H,0,93,O,7,3353,HO
oyd53vb3,62,30,HOOOHO,70ae5f9f-d6cc-4332-8bbb-b26af63d90d8,4,14,2.5,H,1,245,H,58,9067,OH
s3l5cnfu,62,10,HHOHHO,5c21ba01-13e5-4d4a-99b9-cb296b44ac64,4,14,1.9,H,0,83,O,17,2493,HO
y2byltnd,62,15,HHOOOH,a75c7f0a-642c-48b1-8ffa-1de97b17f419,4,14,2.5,O,0,89,H,11,12578,OH
4bwhtil0,63,1,HHHHHH,4917aa50-06b2-4763-b141-2dcae665ce5a,4,15,2.5,H,1,124,H,16,3448,OH
98r4dh1u,63,18,HOHHHO,b9031eac-99d3-4ade-9dee-080fafbd9e19,4,15,2.5,O,0,28,H,72,5565,HO
gih6nd5f,63,51,OOHHOH,3ed13ea6-6f72-4e23-a74d-84802cec4314,4,15,1.9,O,1,140.5,O,45,4405,HO
iiw1neqh,63,47,OHOOOH,002e5939-ccc5-45d8-8201-d399200402ec,4,15,1.9,H,0,20,O,80,9007,HO
kuln1ae8,63,23,HOHOOH,3877c249-c551-47d5-bbd6-4f76415a3d46,4,15,2.5,H,0,65,O,35,9693,HO
l03efj31,63,3,HHHHOH,79c48979-a944-45d9-b819-3862bef10465,4,15,2.5,O,0,50,H,50,6879,HO
l7mooatv,63,43,OHOHOH,36a98a3c-2efd-40bc-aab4-6c67531ee68e,4,15,2.5,O,0,90,H,10,3575,HO
oyd53vb3,63,63,OOOOOH,e8a3f10e-48e1-41a1-a7bb-bbbe5479037a,4,15,2.5,H,0,37,O,63,9088,HO
s3l5cnfu,63,2,HHHHHO,bc597e80-647e-46c6-a752-70d963bd5c21,4,15,1.9,H,1,134.2,H,18,3315,OH
y2byltnd,63,2,HHHHHO,6bee4129-2e36-42b2-86fb-786c70a2b62a,4,15,2.5,O,0,100,NB,0,2174,HO
4bwhtil0,64,7,HHHOOH,8aecf40b-c85e-4182-9f7a-313459fb5eaf,4,16,2.5,O,1,122.5,O,15,4850,HO
98r4dh1u,64,14,HHOOHO,0fe37326-08a6-45fc-8f30-00d44d6b8a9e,4,16,2.5,H,1,175,H,30,6124,HO
gih6nd5f,64,37,OHHOHH,597ff32f-3c8e-4ad6-a506-cdbda3eba2d4,4,16,1.9,H,1,141.4,H,46,3959,HO
iiw1neqh,64,19,HOHHOH,a308e751-eb06-4e0c-976f-d4dd1d5324c7,4,16,1.9,O,1,195,O,50,8349,HO
kuln1ae8,64,48,OHOOOO,f472991c-544f-435f-88d7-1ab5e07493bf,4,16,2.5,O,1,287.5,O,75,7415,OH
l03efj31,64,48,OHOOOO,59a5a9de-b1f5-4ac4-a343-8ea4fcb18aa5,4,16,2.5,O,1,225,O,50,8799,HO
l7mooatv,64,32,HOOOOO,6c6d3646-fe68-4f96-8d6b-265ff6d9cc85,4,16,2.5,O,0,89,H,11,3372,HO
oyd53vb3,64,22,HOHOHO,f9df74f5-c9ca-460e-afeb-d6fb9405b7f3,4,16,2.5,H,0,100,NB,0,3298,OH
s3l5cnfu,64,14,HHOOHO,e6e4f30c-a62f-4ddf-a37b-b615c9dd665d,4,16,1.9,H,0,88,O,12,7498,HO
y2byltnd,64,61,OOOOHH,2df7f31a-f655-4ea6-b4a1-78d3ad216be3,4,16,2.5,H,1,121,H,14,7539,HO
