pid,lotr_score,lotr_mean,lotr_z
4bwhtil0,20,3.33333333333333,1.0688718569745
98r4dh1u,18,3,0.763479897838931
gih6nd5f,13,2.16666666666667,0
iiw1neqh,16,2.66666666666667,0.458087938703359
kuln1ae8,21,3.5,1.22156783654229
l03efj31,12,2,-0.152695979567786
l7mooatv,16,2.66666666666667,0.458087938703359
oyd53vb3,1,0.166666666666667,-1.83235175481344
s3l5cnfu,6,1,-1.0688718569745
y2byltnd,7,1.16666666666667,-0.916175877406718
